"login","password","PersonLogin","PersonPassword","PersonName","PersonSurname","holdingName","ComityName","CompanyName","role","roleId","currentPersonId","currentUserId","CompanyId","ComityId","holdingId","isValid","personId","AddedAdminToComity","userId","AddedDirToComity","AddedUser","AddedLogPass","AddedUserToComity","idMeeteng","idIssue"
"admin_7","admin123","user_nums_3_920","password_920","Ivan_920","Petrovich_920","NT_Holding_8","comity_8_UC01_62","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","1d21c0e0-eb5a-4139-81f5-c2c74debe8ea","7deedaa6-e1ed-46b1-970e-d43d54e6f3d9","1190b805-2b1a-40f4-aefb-2bb4305aaa83","97a4194f-a18a-4290-8537-b33838ad4384","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","e1eb2faa-f770-4cbc-8a4f-789c78576d74","Y","14830a44-cbbe-41d4-a880-6cf3b32df337","N","Y","Y","Y","",""
"admin_8","admin123","user_nums_3_921","password_921","Ivan_921","Petrovich_921","NT_Holding_8","comity_8_UC01_62","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","3b6e4ddd-9e06-4672-a02f-0946b9edc600","360c710f-0236-4fe8-8e3d-ee1889b4e60c","1190b805-2b1a-40f4-aefb-2bb4305aaa83","97a4194f-a18a-4290-8537-b33838ad4384","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","e2eb4fb3-54aa-4a59-9348-fe4cc165abd2","Y","fe989f01-a657-4443-8162-628ecdf5c4bf","N","Y","Y","Y","",""
"admin_9","admin123","user_nums_3_922","password_922","Ivan_922","Petrovich_922","NT_Holding_8","comity_8_UC01_62","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","3e6cff93-1700-4156-970a-dbdb062eacff","b3d78b28-527f-4f6a-b65e-5f58566d1e81","1190b805-2b1a-40f4-aefb-2bb4305aaa83","97a4194f-a18a-4290-8537-b33838ad4384","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","5bb68a13-7c76-4608-926b-5bb6d075065e","Y","9e7d29a9-8485-45a1-94a6-5afe10f7a053","N","Y","Y","Y","",""
"admin_10","admin123","user_nums_3_923","password_923","Ivan_923","Petrovich_923","NT_Holding_8","comity_8_UC01_62","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","4b890848-4d8b-4093-a18b-e13b6fa0c043","48f5daeb-7dc7-4750-b96a-babe2c882f72","1190b805-2b1a-40f4-aefb-2bb4305aaa83","97a4194f-a18a-4290-8537-b33838ad4384","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","2cef3db9-8975-4919-9fec-554df1e81fa4","Y","5511aaaf-7a14-4e88-a406-162d6079b663","N","Y","Y","Y","",""
"admin","admin123","user_nums_3_924","password_924","Ivan_924","Petrovich_924","NT_Holding_8","comity_8_UC01_62","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","16346104-e6e5-4bef-8522-f835b7ae895c","b1115cfb-c31c-420f-a118-e39e507a994f","1190b805-2b1a-40f4-aefb-2bb4305aaa83","97a4194f-a18a-4290-8537-b33838ad4384","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","250a7aa1-4259-4a9e-ab21-98d16d5e0ea2","Y","8397a78b-d53b-4085-b3a4-4d5f1c633339","N","Y","Y","Y","",""
"admin_1","admin123","user_nums_3_925","password_925","Ivan_925","Petrovich_925","NT_Holding_8","comity_8_UC01_62","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","50cb1c70-2cea-44fa-b412-9ebd81031654","f84ad0da-b942-4c2f-989a-55e8c7186313","1190b805-2b1a-40f4-aefb-2bb4305aaa83","97a4194f-a18a-4290-8537-b33838ad4384","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","9a272e99-3856-46b7-b8dc-9b24bf6359f6","Y","9657caa0-a40c-43d2-9385-ec2dbf2b681c","N","Y","Y","Y","",""
"admin_2","admin123","user_nums_3_926","password_926","Ivan_926","Petrovich_926","NT_Holding_8","comity_8_UC01_62","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","1c46600d-6834-4d9f-998b-ba18d7561b7a","b44e78ac-07b2-47fc-a2f7-f605bd0423b6","1190b805-2b1a-40f4-aefb-2bb4305aaa83","97a4194f-a18a-4290-8537-b33838ad4384","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","56d1bc58-2a61-4296-acdb-d1a50b499755","Y","f6ca30d9-58e8-4369-bdaa-a6f8cb93de76","N","Y","Y","Y","",""
"admin_3","admin123","user_nums_3_927","password_927","Ivan_927","Petrovich_927","NT_Holding_8","comity_8_UC01_62","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","30b13b70-9414-48d3-84d1-2e456eeb9a44","3c1a6e5c-4006-450f-aa4d-e422a96986cf","1190b805-2b1a-40f4-aefb-2bb4305aaa83","97a4194f-a18a-4290-8537-b33838ad4384","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","6a9f9617-6ae7-4167-8d0c-e888456a577e","N","8d65c541-7a98-4adc-a73a-dc25bcbcb610","N","Y","Y","Y","",""
"admin_4","admin123","user_nums_3_928","password_928","Ivan_928","Petrovich_928","NT_Holding_8","comity_8_UC01_62","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","a2392f75-5565-47d4-b605-0c93b61bba8c","fe17b189-399b-4abc-bd07-e193197abcde","1190b805-2b1a-40f4-aefb-2bb4305aaa83","97a4194f-a18a-4290-8537-b33838ad4384","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","ffd914a8-c5fe-40be-b094-a9a61ad55ec2","N","4868e74e-72b9-4ae3-bf09-983093932377","N","Y","Y","Y","",""
"admin_5","admin123","user_nums_3_929","password_929","Ivan_929","Petrovich_929","NT_Holding_8","comity_8_UC01_62","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","d49deec7-1a64-4d55-9deb-685724d56e32","3c9ddfd7-8b9d-4700-9d08-bfb2ea3ac19b","1190b805-2b1a-40f4-aefb-2bb4305aaa83","97a4194f-a18a-4290-8537-b33838ad4384","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","5e5dde56-d8a4-42ea-b170-2b964ea6b9cf","N","4ad49ae0-adb5-4efc-b073-79b62d2e9040","N","Y","Y","Y","",""
"admin_6","admin123","user_nums_3_930","password_930","Ivan_930","Petrovich_930","NT_Holding_8","comity_8_UC01_62","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","9eab595c-b7d8-449e-a72e-9a75e927f2fa","b17c1f59-6acf-4028-b6c2-569c5b8049e6","1190b805-2b1a-40f4-aefb-2bb4305aaa83","97a4194f-a18a-4290-8537-b33838ad4384","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","f481db57-974c-4daa-9dec-f8e3aa5c571b","N","6423b511-78cc-4b54-b0c7-1a07f505f14a","N","Y","Y","Y","",""
"admin_9","admin123","user_nums_3_933","password_933","Ivan_933","Petrovich_933","NT_Holding_8","comity_8_UC01_63","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","3e6cff93-1700-4156-970a-dbdb062eacff","b3d78b28-527f-4f6a-b65e-5f58566d1e81","1190b805-2b1a-40f4-aefb-2bb4305aaa83","fe206ff7-9aaa-4b10-b182-91a73f62852b","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","eae177d9-dfe4-478a-a782-67e58f5b7f74","Y","32504cae-e998-4865-ab72-a3a180459345","Y","Y","Y","Y","",""
"admin_10","admin123","user_nums_3_934","password_934","Ivan_934","Petrovich_934","NT_Holding_8","comity_8_UC01_63","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","4b890848-4d8b-4093-a18b-e13b6fa0c043","48f5daeb-7dc7-4750-b96a-babe2c882f72","1190b805-2b1a-40f4-aefb-2bb4305aaa83","bfc82989-7b70-4143-aa88-013fdba81659","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","575a242f-a5c1-4922-84cf-dcd647102c61","Y","00124037-4126-4ea1-8744-a6bb2a5690ca","Y","Y","Y","Y","",""
"admin_7","admin123","user_nums_3_931","password_931","Ivan_931","Petrovich_931","NT_Holding_8","comity_8_UC01_63","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","1d21c0e0-eb5a-4139-81f5-c2c74debe8ea","7deedaa6-e1ed-46b1-970e-d43d54e6f3d9","1190b805-2b1a-40f4-aefb-2bb4305aaa83","fe206ff7-9aaa-4b10-b182-91a73f62852b","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","7d49a93c-e158-4ff2-90a2-394544402dc2","Y","b4990641-43f4-45cb-ad0c-1677219033dd","N","Y","Y","Y","",""
"admin_8","admin123","user_nums_3_932","password_932","Ivan_932","Petrovich_932","NT_Holding_8","comity_8_UC01_63","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","3b6e4ddd-9e06-4672-a02f-0946b9edc600","360c710f-0236-4fe8-8e3d-ee1889b4e60c","1190b805-2b1a-40f4-aefb-2bb4305aaa83","bfc82989-7b70-4143-aa88-013fdba81659","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","6ef50fcf-97b9-42d3-acbe-770e5e465c93","Y","5aeb85aa-1120-481d-a8e2-ed734e1401f4","N","Y","Y","Y","",""
"admin","admin123","user_nums_3_935","password_935","Ivan_935","Petrovich_935","NT_Holding_8","comity_8_UC01_63","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","16346104-e6e5-4bef-8522-f835b7ae895c","b1115cfb-c31c-420f-a118-e39e507a994f","1190b805-2b1a-40f4-aefb-2bb4305aaa83","bfc82989-7b70-4143-aa88-013fdba81659","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","c37c695a-fc67-4812-8bff-ea72a3954d48","Y","ca7382f3-3bec-4965-8ea4-ccc0f7958620","N","Y","Y","Y","",""
"admin_1","admin123","user_nums_3_936","password_936","Ivan_936","Petrovich_936","NT_Holding_8","comity_8_UC01_63","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","50cb1c70-2cea-44fa-b412-9ebd81031654","f84ad0da-b942-4c2f-989a-55e8c7186313","1190b805-2b1a-40f4-aefb-2bb4305aaa83","bfc82989-7b70-4143-aa88-013fdba81659","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","2e74105b-dc7e-4973-8c53-42f2970adc59","Y","c7a620b5-3663-4b3c-b43b-dfa48984bf5f","N","Y","Y","Y","",""
"admin_2","admin123","user_nums_3_937","password_937","Ivan_937","Petrovich_937","NT_Holding_8","comity_8_UC01_63","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","1c46600d-6834-4d9f-998b-ba18d7561b7a","b44e78ac-07b2-47fc-a2f7-f605bd0423b6","1190b805-2b1a-40f4-aefb-2bb4305aaa83","bfc82989-7b70-4143-aa88-013fdba81659","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","4f0b4e2c-cede-480c-a87c-93704d864f10","Y","690c62df-4379-4671-bb08-b2998d47d28c","N","Y","Y","Y","",""
"admin_3","admin123","user_nums_3_938","password_938","Ivan_938","Petrovich_938","NT_Holding_8","comity_8_UC01_63","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","30b13b70-9414-48d3-84d1-2e456eeb9a44","3c1a6e5c-4006-450f-aa4d-e422a96986cf","1190b805-2b1a-40f4-aefb-2bb4305aaa83","bfc82989-7b70-4143-aa88-013fdba81659","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","e4af5c9c-f062-42ed-8658-e38ebda301fb","Y","c58e47f2-ab4a-4a1a-88ab-69fadd3317da","N","Y","Y","Y","",""
"admin_6","admin123","user_nums_3_941","password_941","Ivan_941","Petrovich_941","NT_Holding_8","comity_8_UC01_63","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","9eab595c-b7d8-449e-a72e-9a75e927f2fa","b17c1f59-6acf-4028-b6c2-569c5b8049e6","1190b805-2b1a-40f4-aefb-2bb4305aaa83","bfc82989-7b70-4143-aa88-013fdba81659","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","dca442e6-b1a1-4b2a-a15c-8a154ac0297c","Y","9ab74074-3f7a-434b-bca9-1e330fc75a6a","N","Y","Y","Y","",""
"admin_4","admin123","user_nums_3_939","password_939","Ivan_939","Petrovich_939","NT_Holding_8","comity_8_UC01_63","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","a2392f75-5565-47d4-b605-0c93b61bba8c","fe17b189-399b-4abc-bd07-e193197abcde","1190b805-2b1a-40f4-aefb-2bb4305aaa83","bfc82989-7b70-4143-aa88-013fdba81659","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","ae7501ac-56a2-40f8-8cc4-18df80401377","Y","fae41b9d-af7f-46ab-a74a-c181ed115bd2","N","Y","Y","Y","",""
"admin_5","admin123","user_nums_3_940","password_940","Ivan_940","Petrovich_940","NT_Holding_8","comity_8_UC01_63","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","d49deec7-1a64-4d55-9deb-685724d56e32","3c9ddfd7-8b9d-4700-9d08-bfb2ea3ac19b","1190b805-2b1a-40f4-aefb-2bb4305aaa83","bfc82989-7b70-4143-aa88-013fdba81659","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","6090e46f-e39d-401a-a05e-b4d67e156027","Y","0c3a826a-15b1-4967-b3c5-cf873800eb21","N","Y","Y","Y","",""
"admin_9","admin123","user_nums_3_944","password_944","Ivan_944","Petrovich_944","NT_Holding_8","comity_8_UC01_63","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","3e6cff93-1700-4156-970a-dbdb062eacff","b3d78b28-527f-4f6a-b65e-5f58566d1e81","1190b805-2b1a-40f4-aefb-2bb4305aaa83","bfc82989-7b70-4143-aa88-013fdba81659","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","5ea27dba-1749-457a-9d3c-8ecd4b9f9c56","Y","71fbe74f-52c2-4fd1-955f-89aa49400d83","N","Y","Y","Y","",""
"admin_7","admin123","user_nums_3_942","password_942","Ivan_942","Petrovich_942","NT_Holding_8","comity_8_UC01_63","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","1d21c0e0-eb5a-4139-81f5-c2c74debe8ea","7deedaa6-e1ed-46b1-970e-d43d54e6f3d9","1190b805-2b1a-40f4-aefb-2bb4305aaa83","bfc82989-7b70-4143-aa88-013fdba81659","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","c02a208a-897b-4772-ba31-edb3348dd610","Y","6c4fe895-0b7d-4bed-aecd-3e3139ddbddd","N","Y","Y","Y","",""
"admin_10","admin123","user_nums_3_945","password_945","Ivan_945","Petrovich_945","NT_Holding_8","comity_8_UC01_63","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","4b890848-4d8b-4093-a18b-e13b6fa0c043","48f5daeb-7dc7-4750-b96a-babe2c882f72","1190b805-2b1a-40f4-aefb-2bb4305aaa83","bfc82989-7b70-4143-aa88-013fdba81659","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","2a57d5da-2bc3-471a-83e2-a2ec5c28d8a2","N","a25a761a-5614-44ae-9544-56a3e5775898","N","Y","Y","Y","",""
"admin_8","admin123","user_nums_3_943","password_943","Ivan_943","Petrovich_943","NT_Holding_8","comity_8_UC01_63","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","3b6e4ddd-9e06-4672-a02f-0946b9edc600","360c710f-0236-4fe8-8e3d-ee1889b4e60c","1190b805-2b1a-40f4-aefb-2bb4305aaa83","bfc82989-7b70-4143-aa88-013fdba81659","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","943b4ff7-d6bc-4895-b33d-724df0fcdde1","N","9fde9523-b51b-4e2e-b914-95310973c647","N","Y","Y","Y","",""
"admin","admin123","user_nums_3_946","password_946","Ivan_946","Petrovich_946","NT_Holding_8","comity_8_UC01_64","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","16346104-e6e5-4bef-8522-f835b7ae895c","b1115cfb-c31c-420f-a118-e39e507a994f","1190b805-2b1a-40f4-aefb-2bb4305aaa83","963f8f45-3498-4964-a517-c5ca433aafce","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","ff197fde-f734-42ad-81db-1f8f43c91cf4","Y","f72fc0d3-08bd-45ef-b816-2d9eb5eaf27c","Y","Y","Y","Y","",""
"admin_1","admin123","user_nums_3_947","password_947","Ivan_947","Petrovich_947","NT_Holding_8","comity_8_UC01_64","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","50cb1c70-2cea-44fa-b412-9ebd81031654","f84ad0da-b942-4c2f-989a-55e8c7186313","1190b805-2b1a-40f4-aefb-2bb4305aaa83","b746154a-84fb-43a0-a413-73c0394d40b1","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","71050cd4-f2d4-454d-b986-a79f0eb1576f","Y","9911d1da-f449-4755-a6b5-ae3bba6da57e","Y","Y","Y","Y","",""
"admin_2","admin123","user_nums_3_948","password_948","Ivan_948","Petrovich_948","NT_Holding_8","comity_8_UC01_64","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","1c46600d-6834-4d9f-998b-ba18d7561b7a","b44e78ac-07b2-47fc-a2f7-f605bd0423b6","1190b805-2b1a-40f4-aefb-2bb4305aaa83","fc258263-fc73-493e-b10b-a40d27b79f74","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","119596c3-d211-4286-afd4-17066eef17f4","Y","4b77d527-0c00-4ef3-97cc-97ab074d7bba","Y","Y","Y","Y","",""
"admin_3","admin123","user_nums_3_949","password_949","Ivan_949","Petrovich_949","NT_Holding_8","comity_8_UC01_64","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","30b13b70-9414-48d3-84d1-2e456eeb9a44","3c1a6e5c-4006-450f-aa4d-e422a96986cf","1190b805-2b1a-40f4-aefb-2bb4305aaa83","b746154a-84fb-43a0-a413-73c0394d40b1","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","9838a54b-9dd3-4dea-b32c-3debcca9e663","Y","e57f93d5-a1c2-4968-8f4f-84ae70a8dca9","N","Y","Y","Y","",""
"admin_4","admin123","user_nums_3_950","password_950","Ivan_950","Petrovich_950","NT_Holding_8","comity_8_UC01_64","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","a2392f75-5565-47d4-b605-0c93b61bba8c","fe17b189-399b-4abc-bd07-e193197abcde","1190b805-2b1a-40f4-aefb-2bb4305aaa83","b746154a-84fb-43a0-a413-73c0394d40b1","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","fa534d0c-0b64-4259-95b6-e12de62be312","Y","fe4ee41b-054d-4e6e-9ded-ec9c557f8fe4","N","Y","Y","Y","",""
"admin_5","admin123","user_nums_3_951","password_951","Ivan_951","Petrovich_951","NT_Holding_8","comity_8_UC01_64","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","d49deec7-1a64-4d55-9deb-685724d56e32","3c9ddfd7-8b9d-4700-9d08-bfb2ea3ac19b","1190b805-2b1a-40f4-aefb-2bb4305aaa83","b746154a-84fb-43a0-a413-73c0394d40b1","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","ec2b7acc-56e1-45ab-9fd1-ed26f9cde4fb","Y","53a715f9-15ec-4203-b07d-4426b7878db3","N","Y","Y","Y","",""
"admin_6","admin123","user_nums_3_952","password_952","Ivan_952","Petrovich_952","NT_Holding_8","comity_8_UC01_64","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","9eab595c-b7d8-449e-a72e-9a75e927f2fa","b17c1f59-6acf-4028-b6c2-569c5b8049e6","1190b805-2b1a-40f4-aefb-2bb4305aaa83","b746154a-84fb-43a0-a413-73c0394d40b1","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","a41e8aeb-2625-4ba1-8dd2-3e15f77d73f4","Y","0c86bcd4-268a-4b16-a93a-69d06eaa1ca7","N","Y","Y","Y","",""
"admin_7","admin123","user_nums_3_953","password_953","Ivan_953","Petrovich_953","NT_Holding_8","comity_8_UC01_64","company_8_UC01","Секретарь","87c52dfd-3e5b-45fb-9798-2b9449285379","1d21c0e0-eb5a-4139-81f5-c2c74debe8ea","7deedaa6-e1ed-46b1-970e-d43d54e6f3d9","1190b805-2b1a-40f4-aefb-2bb4305aaa83","b746154a-84fb-43a0-a413-73c0394d40b1","c744e0e7-7e61-4e71-ab8d-997d34a9126b","Y","0c9c50fb-8abe-4f0e-b8e7-4ff069663f2a","Y","0a3202eb-f402-489a-8925-301a0c1c81ab","N","Y","Y","Y","",""
